id,name
P10_C1,ピアス
P10_C1,イヤリング
P10_C1,ネックレス
P10_C1,ブレスレット
P10_C1,リング
P10_C1,チャーム
P10_C1,ヘアゴム
P10_C1,アンクレット
P10_C1,その他
P10_C2,バッグ(女性用)
P10_C2,バッグ(男性用)
P10_C2,財布(女性用)
P10_C2,財布(男性用)
P10_C2,ファッション雑貨
P10_C2,その他
P10_C3,アクセサリー(男性用)
P10_C3,時計(女性用)
P10_C3,時計(男性用)
P10_C3,その他
P10_C4,キッチン用品
P10_C4,家具
P10_C4,文房具
P10_C4,アート/写真
P10_C4,アロマ/キャンドル
P10_C4,フラワー/ガーデン
P10_C4,その他
P10_C5,クラフト/布製品
P10_C5,おもちゃ/人形
P10_C5,その他
P10_C6,ファッション雑貨
P10_C6,スタイ/よだれかけ
P10_C6,外出用品
P10_C6,ネームタグ
P10_C6,その他
P10_C7,各種パーツ
P10_C7,生地/糸
P10_C7,型紙/パターン
P10_C7,その他
P10_C8,Ingress
P10_C8,クリエイターズ宇宙兄弟
P10_C8,シンデレラガールズCPグッズ
